epoch,accuracy,auc,loss,lr,prc,precision,recall,specificity,val_accuracy,val_auc,val_loss,val_prc,val_precision,val_recall,val_specificity
0,0.7050787210464478,0.5215369462966919,0.23905698955059052,1e-04,0.30662375688552856,0.28999999165534973,0.003308488056063652,0.4760087728500366,0.7082858681678772,0.6059911251068115,0.13771043717861176,0.37733757495880127,0.0,0.0,0.6499375104904175
1,0.7064850926399231,0.5798461437225342,0.1891041398048401,1e-04,0.355467826128006,0.0,0.0,0.5530461072921753,0.7082858681678772,0.6418877840042114,0.110059455037117,0.42602846026420593,0.0,0.0,0.6823093295097351
2,0.7091193199157715,0.688715398311615,0.16227580606937408,1e-04,0.47716599702835083,0.7802850604057312,0.01249239407479763,0.7406705021858215,0.722928524017334,0.7990007400512695,0.08733147382736206,0.6275270581245422,0.8788870573043823,0.058217693120241165,0.8689051866531372
3,0.8077017664909363,0.8853441476821899,0.11748092621564865,1e-04,0.7738721370697021,0.841672956943512,0.4247414171695709,0.949150025844574,0.7083491683006287,0.9100833535194397,0.3187355697154999,0.8428069353103638,1.0,0.00021682567603420466,0.9741918444633484
4,0.9314544200897217,0.9803803563117981,0.06556134670972824,1e-04,0.9572551250457764,0.9323622584342957,0.8264184594154358,0.9971245527267456,0.48583173751831055,0.9823553562164307,0.2489471584558487,0.9591782689094543,0.36198100447654724,1.0,0.9956242442131042
5,0.969293475151062,0.9952846169471741,0.043103184551000595,1e-04,0.9894493818283081,0.9684826135635376,0.9255020022392273,0.999691903591156,0.8834914565086365,0.9947937726974487,0.07031943649053574,0.9876489639282227,0.7155306339263916,0.9969644546508789,0.999464213848114
6,0.9816162586212158,0.9981100559234619,0.03391991928219795,1e-04,0.9958008527755737,0.9806934595108032,0.9561910629272461,0.9999604821205139,0.9135673642158508,0.995708703994751,0.0431419312953949,0.9895046353340149,0.9954205751419067,0.7069600820541382,0.9996874332427979
7,0.9859024286270142,0.9988837838172913,0.02941005304455757,1e-04,0.9974924921989441,0.984947681427002,0.9667440056800842,0.9999762773513794,0.752877950668335,0.9941526651382446,0.16440534591674805,0.985762357711792,0.5414170026779175,0.9991326928138733,0.9990623593330383
8,0.9885031580924988,0.9992538094520569,0.026265298947691917,1e-04,0.9983022212982178,0.988250732421875,0.9723912477493286,1.0,0.3842504620552063,0.9761605858802795,0.7192975282669067,0.9309892654418945,0.32146093249320984,1.0,0.984282910823822
9,0.9889608025550842,0.9992554187774658,0.02472025156021118,1e-04,0.9983417391777039,0.9885521531105042,0.973665177822113,0.9999842047691345,0.35113853216171265,0.9418368935585022,0.77262282371521,0.8404519557952881,0.31014424562454224,1.0,0.942846953868866
