epoch,accuracy,auc,loss,lr,prc,precision,recall,specificity,val_accuracy,val_auc,val_loss,val_prc,val_precision,val_recall,val_specificity
0,0.710220992565155,0.5159177780151367,0.19968120753765106,1e-04,0.2990432679653168,0.26923078298568726,0.0004352015967015177,0.4713497459888458,0.7140525579452515,0.559963583946228,0.09238294512033463,0.3282093107700348,0.0,0.0,0.5573076605796814
1,0.7104347348213196,0.5561206340789795,0.15284082293510437,1e-04,0.3336058259010315,0.4545454680919647,3.885728438035585e-05,0.571839451789856,0.7140525579452515,0.612616777420044,0.08031708747148514,0.3878951668739319,0.0,0.0,0.6337416768074036
2,0.718243420124054,0.6569153070449829,0.14237836003303528,1e-04,0.4573086202144623,0.7531008124351501,0.040108490735292435,0.7064560651779175,0.7446187138557434,0.7344096302986145,0.07520986348390579,0.5597894191741943,0.7712152004241943,0.15198002755641937,0.8221837282180786
3,0.8068544864654541,0.8516681790351868,0.1112387552857399,1e-04,0.7494831085205078,0.859229326248169,0.39821723103523254,0.9479354023933411,0.8141162991523743,0.8994037508964539,0.08123881369829178,0.8171818852424622,0.6327435374259949,0.8340170979499817,0.9718908667564392
4,0.9090192914009094,0.9608933925628662,0.06913193315267563,1e-04,0.9283745884895325,0.9295797944068909,0.7420109510421753,0.9954546093940735,0.8849782943725586,0.9645233154296875,0.04452470690011978,0.9324086308479309,0.9652228355407715,0.6200945377349854,0.9959282875061035
5,0.947772204875946,0.9860614538192749,0.048149216920137405,1e-04,0.9729824662208557,0.957236111164093,0.8579610586166382,0.9993411302566528,0.9363300204277039,0.9762125611305237,0.03799217939376831,0.952573299407959,0.9026564955711365,0.871298611164093,0.9972676634788513
6,0.962847113609314,0.992713451385498,0.038968950510025024,1e-04,0.9853243827819824,0.9687254428863525,0.9007740616798401,0.9997339248657227,0.945460319519043,0.9835675954818726,0.03282131254673004,0.9670758247375488,0.9439741373062134,0.860328197479248,0.9986070394515991
7,0.970757007598877,0.9952706694602966,0.03402754291892052,1e-04,0.9902199506759644,0.974822461605072,0.9228449463844299,0.9998732805252075,0.9203519225120544,0.980364203453064,0.05088789016008377,0.9594999551773071,0.806239128112793,0.9496967792510986,0.9977855682373047
8,0.9757189750671387,0.9967915415763855,0.030394472181797028,1e-04,0.9931974411010742,0.9787676334381104,0.936460554599762,0.9999397993087769,0.9493241310119629,0.9835249781608582,0.03360873460769653,0.9674316644668579,0.9324489235877991,0.8870406746864319,0.9987499117851257
9,0.9782663583755493,0.9975156784057617,0.028325077146291733,1e-04,0.9946132898330688,0.9808031320571899,0.9434082508087158,0.9999651312828064,0.9565289616584778,0.9873592257499695,0.03101283684372902,0.9750545024871826,0.9442134499549866,0.9012219309806824,0.9991785287857056
10,0.9811625480651855,0.9981116056442261,0.02626093663275242,1e-04,0.9958459138870239,0.9831953048706055,0.9512030482292175,0.9999715089797974,0.9513261914253235,0.988204300403595,0.030569927766919136,0.9769183993339539,0.9663174748420715,0.8597484827041626,0.9993928074836731
11,0.9826252460479736,0.9983656406402588,0.025273557752370834,1e-04,0.9963393211364746,0.9843663573265076,0.9551664590835571,0.9999809861183167,0.9487248063087463,0.987034261226654,0.031075114384293556,0.9751582145690918,0.9699198007583618,0.8469496965408325,0.9992678165435791
12,0.9842837452888489,0.9986594915390015,0.02389529161155224,1e-04,0.996999204158783,0.9855173230171204,0.9598293304443359,0.9999778270721436,0.9565289616584778,0.9883037805557251,0.03366038575768471,0.9768697023391724,0.9155557751655579,0.9341330528259277,0.9994463920593262
13,0.9852221012115479,0.9987952709197998,0.02320665493607521,1e-04,0.9973007440567017,0.9862846732139587,0.9623472690582275,0.9999905228614807,0.9590410590171814,0.9888477921485901,0.03048831596970558,0.9776825904846191,0.9369938969612122,0.9185248017311096,0.9992499351501465
14,0.9859737157821655,0.9989197850227356,0.02261560596525669,1e-04,0.9975337386131287,0.9869012236595154,0.9643601179122925,0.9999873042106628,0.9519127607345581,0.9885985851287842,0.03061436302959919,0.9781011939048767,0.9725388884544373,0.8560025095939636,0.9993749260902405
15,0.9871236085891724,0.9991008639335632,0.02166597545146942,1e-04,0.9979492425918579,0.9880908727645874,0.9671888947486877,0.9999873042106628,0.95647794008255,0.9897933006286621,0.03423340991139412,0.979117751121521,0.9049201011657715,0.9473332166671753,0.9992499351501465
16,0.9879404902458191,0.9991651773452759,0.02111884020268917,1e-04,0.998102068901062,0.9887906908988953,0.9693415760993958,0.9999905228614807,0.9435475468635559,0.9898476600646973,0.04369331896305084,0.9793452620506287,0.8545089364051819,0.9672672152519226,0.9991428256034851
17,0.9885300993919373,0.9992554187774658,0.020557764917612076,1e-04,0.9983096122741699,0.9893869161605835,0.9708026647567749,0.9999905228614807,0.9624330401420593,0.9903913736343384,0.030843105167150497,0.9806948900222778,0.9316167235374451,0.937433123588562,0.9992499351501465
18,0.9887933731079102,0.9992728233337402,0.020330078899860382,1e-04,0.9983648061752319,0.9895826578140259,0.9715253710746765,1.0,0.9544886350631714,0.9895064234733582,0.0360427126288414,0.9787555932998657,0.8963965773582458,0.9507224559783936,0.9991249442100525
19,0.9895517230033875,0.9993602633476257,0.01977968029677868,1e-04,0.9985462427139282,0.9900669455528259,0.9736858606338501,0.9999905228614807,0.9549987316131592,0.9905899167060852,0.03679142892360687,0.980802595615387,0.8909903764724731,0.9600874185562134,0.999160647392273
20,0.9898780584335327,0.9994068145751953,0.01950651779770851,1e-04,0.9986489415168762,0.990511953830719,0.9743775129318237,0.9999968409538269,0.9621525406837463,0.9914038181304932,0.03101705200970173,0.982800304889679,0.9212349653244019,0.9487602710723877,0.9994642734527588
21,0.9902718663215637,0.9994397759437561,0.019293026998639107,1e-04,0.9987058639526367,0.9908968210220337,0.9753645062446594,0.9999873042106628,0.9592068195343018,0.9911835193634033,0.03414216265082359,0.9820748567581177,0.9066029191017151,0.9558062553405762,0.9991963505744934
22,0.9908029437065125,0.9995116591453552,0.018711168318986893,1e-04,0.9988969564437866,0.9913939237594604,0.9767166972160339,1.0,0.9641417860984802,0.9910352826118469,0.029304275289177895,0.9823631048202515,0.9367150664329529,0.9379682540893555,0.9994642734527588
23,0.9908816814422607,0.999512791633606,0.01877628080546856,1e-04,0.9988799691200256,0.9913885593414307,0.9769964814186096,0.9999936819076538,0.9643075466156006,0.9913384914398193,0.027708357200026512,0.9830001592636108,0.9602270126342773,0.9129949808120728,0.9995892643928528
24,0.9909446835517883,0.9995241761207581,0.01869443617761135,1e-04,0.9989027380943298,0.9915299415588379,0.9770742058753967,1.0,0.9537873268127441,0.9905116558074951,0.030601413920521736,0.9818549752235413,0.9793961644172668,0.8564038276672363,0.9995356798171997
25,0.991466760635376,0.9995693564414978,0.01836455427110195,1e-04,0.999002993106842,0.99208003282547,0.9783409237861633,0.9999936819076538,0.947334885597229,0.9905557632446289,0.04533562436699867,0.9806526899337769,0.8645094633102417,0.9674456119537354,0.9991249442100525
26,0.9920361042022705,0.9996117949485779,0.018004972487688065,1e-04,0.9991103410720825,0.9927623271942139,0.9796387553215027,0.9999936819076538,0.9629303812980652,0.9910857677459717,0.03116811253130436,0.9819695949554443,0.9277229905128479,0.943899393081665,0.9995356798171997
27,0.9919010996818542,0.9996206164360046,0.01804020255804062,1e-04,0.9991187453269958,0.992526113986969,0.9794056415557861,0.9999936819076538,0.9597041606903076,0.9910880327224731,0.03363892063498497,0.982140302658081,0.9092801809310913,0.9542900323867798,0.9994106888771057
28,0.9921846389770508,0.9996445178985596,0.0178434606641531,1e-04,0.9991734623908997,0.9928592443466187,0.9800584316253662,0.9999968409538269,0.9408951997756958,0.9905286431312561,0.038366395980119705,0.9823179244995117,0.9890043139457703,0.8022208213806152,0.9996964335441589
29,0.9971848130226135,0.9999504685401917,0.014399562031030655,5e-05,0.9998822808265686,0.9974080324172974,0.9928580522537231,1.0,0.9724687337875366,0.9941281080245972,0.026359746232628822,0.9885811805725098,0.9676898121833801,0.9349358081817627,0.9997142553329468
30,0.9978644251823425,0.9999738335609436,0.013425473123788834,5e-05,0.9999356269836426,0.9980736374855042,0.9945444464683533,1.0,0.9655700325965881,0.9932808876037598,0.02822546474635601,0.9875586628913879,0.981731116771698,0.896271824836731,0.9996964335441589
31,0.9977068901062012,0.9999623894691467,0.013186294585466385,5e-05,0.9999010562896729,0.9978861212730408,0.9941869378089905,0.9999968409538269,0.9681968688964844,0.9930772185325623,0.027619842439889908,0.9867994785308838,0.9748856425285339,0.9122815132141113,0.9996964335441589
32,0.9978441596031189,0.9999687671661377,0.012725716456770897,5e-05,0.9999231100082397,0.998034656047821,0.9945133328437805,1.0,0.9707982540130615,0.9936478734016418,0.025488819926977158,0.9876577854156494,0.9702886939048767,0.9262397289276123,0.9996428489685059
33,0.9976956844329834,0.9999651908874512,0.012534092180430889,5e-05,0.9999167323112488,0.9978005886077881,0.9942336082458496,1.0,0.9680566191673279,0.9933282732963562,0.030960844829678535,0.985832691192627,0.9331912398338318,0.9567873477935791,0.9994999766349792
34,0.9978734254837036,0.9999712705612183,0.012173028662800789,5e-05,0.9999297261238098,0.9979494214057922,0.9946998953819275,1.0,0.9433945417404175,0.993111252784729,0.058237381279468536,0.9827160835266113,0.8441051840782166,0.9837228059768677,0.9977855682373047
35,0.9992303848266602,0.9999936819076538,0.011079697869718075,2.5e-05,0.9999866485595703,0.999377429485321,0.9979639053344727,1.0,0.9751976728439331,0.9949971437454224,0.02373923361301422,0.9903151988983154,0.9736781120300293,0.9386371970176697,0.9997678399085999
36,0.9997007250785828,0.9999991059303284,0.010407240130007267,2.5e-05,0.9999979138374329,0.9997589588165283,0.9992073178291321,1.0,0.9760392904281616,0.9949002861976624,0.024929383769631386,0.9897826910018921,0.9637488126754761,0.9520156979560852,0.9995535612106323
37,0.9995746612548828,0.9999980330467224,0.010055099613964558,2.5e-05,0.9999955296516418,0.9996422529220581,0.9988886713981628,1.0,0.9715378880500793,0.9940342903137207,0.0291006900370121,0.9879328608512878,0.9412972927093506,0.9603549838066101,0.9994642734527588
38,0.9993586540222168,0.9999969005584717,0.009887131862342358,2.5e-05,0.9999924302101135,0.9994398355484009,0.9983446598052979,1.0,0.9750191569328308,0.995055079460144,0.024799780920147896,0.9897463321685791,0.9585069417953491,0.9539332985877991,0.9995356798171997
39,0.9996557235717773,0.9999991059303284,0.009365573525428772,2.5e-05,0.9999977350234985,0.9997433423995972,0.9990674257278442,1.0,0.9737821817398071,0.9943089485168457,0.026741797104477882,0.9880361557006836,0.9518991708755493,0.9566535949707031,0.9993214011192322
40,0.999498188495636,0.9999984502792358,0.00918611604720354,2.5e-05,0.9999963045120239,0.999603271484375,0.9986633062362671,1.0,0.9664371609687805,0.9942792654037476,0.037601254880428314,0.9863938093185425,0.9159031510353088,0.9718605279922485,0.9984463453292847
41,0.9998492002487183,0.9999997615814209,0.008746663108468056,1.25e-05,0.9999996423721313,0.9999067187309265,0.9995725750923157,1.0,0.9771104454994202,0.9951768517494202,0.02211928181350231,0.9905785322189331,0.9725136160850525,0.9467088580131531,0.9996249675750732
42,0.999948263168335,1.0,0.008417045697569847,1.25e-05,0.9999999403953552,0.9999688863754272,0.9998523592948914,1.0,0.9775184988975525,0.9953665137290955,0.02219623327255249,0.9909271001815796,0.9673799872398376,0.9535319209098816,0.9996964335441589
43,0.999957263469696,1.0,0.008087527938187122,1.25e-05,0.9999999403953552,0.9999766945838928,0.9998756647109985,1.0,0.9770721793174744,0.9953691363334656,0.021645793691277504,0.9908510446548462,0.9709992408752441,0.9481359124183655,0.9996606707572937
44,0.9999774694442749,1.0000001192092896,0.007661462761461735,1.25e-05,1.0,0.9999844431877136,0.9999378323554993,1.0,0.9773144721984863,0.9951988458633423,0.021687641739845276,0.9903343915939331,0.967907190322876,0.9522386789321899,0.9994999766349792
45,0.9998604655265808,0.9999997615814209,0.0074025485664606094,1.25e-05,0.9999995231628418,0.9999067187309265,0.9996114373207092,1.0,0.9755547046661377,0.9948267340660095,0.021655116230249405,0.9903601408004761,0.9781301021575928,0.9354263544082642,0.9997142553329468
46,0.9999662637710571,0.9999999403953552,0.007118030916899443,1.25e-05,1.0,0.9999922513961792,0.9998912215232849,1.0,0.9768809080123901,0.995180606842041,0.021172145381569862,0.9905983209609985,0.9710224270820618,0.9474223852157593,0.9996249675750732
47,0.9999122619628906,0.9999998807907104,0.006904675159603357,1.25e-05,0.9999996423721313,0.9999455809593201,0.9997513294219971,1.0,0.9761030077934265,0.9948809146881104,0.023199353367090225,0.9895861744880676,0.9594437479972839,0.9568765759468079,0.9993749260902405
48,0.999957263469696,1.0,0.0067092301324009895,6.25e-06,0.9999999403953552,0.9999922513961792,0.9998601078987122,1.0,0.9782453179359436,0.9954103827476501,0.020654700696468353,0.9907224178314209,0.9691576361656189,0.9542900323867798,0.9995177984237671
