epoch,accuracy,auc,loss,lr,prc,precision,recall,specificity,val_accuracy,val_auc,val_loss,val_prc,val_precision,val_recall,val_specificity
0,0.7094468474388123,0.5141468644142151,0.22238178551197052,1e-04,0.29681116342544556,0.26903024315834045,0.004024019464850426,0.4880974292755127,0.7149961590766907,0.5644388794898987,0.11793757975101471,0.33268845081329346,0.0,0.0,0.4226502478122711
1,0.7114406824111938,0.5900460481643677,0.1670549213886261,1e-04,0.36254990100860596,0.5,1.5596973753417842e-05,0.5715356469154358,0.7150216698646545,0.6178125143051147,0.10800378024578094,0.3775427043437958,0.5008834004402161,0.025369128212332726,0.5937756299972534
2,0.7564584612846375,0.8033018708229065,0.12976521253585815,1e-04,0.6388242840766907,0.8065712451934814,0.20522499084472656,0.8754040598869324,0.8259882926940918,0.9046952724456787,0.060700636357069016,0.8046278953552246,0.8676918148994446,0.4595078229904175,0.9642232656478882
3,0.9097191691398621,0.9659737944602966,0.07077957689762115,1e-04,0.929857075214386,0.9180830121040344,0.7544490098953247,0.9946417808532715,0.6736929416656494,0.9722260236740112,0.16744787991046906,0.938687264919281,0.46604466438293457,0.9945414066314697,0.9948813915252686
4,0.9597506523132324,0.9917332530021667,0.04379787668585777,1e-04,0.9822840094566345,0.9614895582199097,0.8964204788208008,0.9994559288024902,0.6887784004211426,0.9861475229263306,0.17567236721515656,0.9694117903709412,0.47797584533691406,0.9982103109359741,0.9974139332771301
5,0.9729510545730591,0.9959535002708435,0.0346558503806591,1e-04,0.9912134408950806,0.9739087224006653,0.9312095642089844,0.9998070597648621,0.9419025778770447,0.9914478659629822,0.04220905527472496,0.9816406965255737,0.8446579575538635,0.9755704402923584,0.9993579387664795
6,0.9788874387741089,0.997567892074585,0.029679886996746063,1e-04,0.994574785232544,0.9795197248458862,0.946627140045166,0.9999304413795471,0.9238331913948059,0.991908609867096,0.03965957835316658,0.9834182858467102,0.9916541576385498,0.738970935344696,0.9995006322860718
7,0.9821886420249939,0.998282253742218,0.02659764513373375,1e-04,0.9961369037628174,0.9823675155639648,0.9554238319396973,0.9999651908874512,0.9329380393028259,0.9926548600196838,0.0371161550283432,0.9851343631744385,0.9925644397735596,0.7704697847366333,0.9996611475944519
8,0.9844187498092651,0.998586893081665,0.024717727676033974,1e-04,0.9968454837799072,0.9845804572105408,0.9610543847084045,0.9999810457229614,0.7760519981384277,0.9853893518447876,0.13144926726818085,0.9796082973480225,0.9993742108345032,0.21436241269111633,0.9997503161430359
9,0.986435055732727,0.998891294002533,0.022953320294618607,1e-04,0.9974977374076843,0.986604630947113,0.9661077857017517,0.9999651908874512,0.9154679775238037,0.9934199452400208,0.06363450735807419,0.9851298332214355,0.7755652666091919,0.9898434281349182,0.9993757605552673
10,0.9872406721115112,0.9990082383155823,0.021992238238453865,1e-04,0.9977666735649109,0.9873858690261841,0.9681509733200073,0.9999683499336243,0.9660162925720215,0.9952674508094788,0.024368857964873314,0.9898313283920288,0.9850194454193115,0.8943623900413513,0.9997146129608154
