epoch,accuracy,auc,loss,lr,prc,precision,recall,specificity,val_accuracy,val_auc,val_loss,val_prc,val_precision,val_recall,val_specificity
0,0.7160308957099915,0.5776089429855347,0.0875454694032669,1e-04,0.35384711623191833,0.21238937973976135,0.0004106495180167258,0.5526504516601562,0.7151815295219421,0.5,0.09208999574184418,0.28481847047805786,0.0,0.0,0.0
1,0.7953601479530334,0.8768927454948425,0.048251524567604065,1e-04,0.729793131351471,0.8088246583938599,0.3647765517234802,0.9380131959915161,0.7151815295219421,0.5,0.9063066244125366,0.28481847047805786,0.0,0.0,0.0
2,0.9156280159950256,0.9691349267959595,0.02712073177099228,1e-04,0.9196199774742126,0.899634063243866,0.7907740473747253,0.9901759028434753,0.3172167241573334,0.8751928210258484,0.3144773840904236,0.6208723783493042,0.2943199872970581,0.9997103214263916,0.769881546497345
3,0.9526499509811401,0.9884693622589111,0.017712801694869995,1e-04,0.9702260494232178,0.9450457096099854,0.8845048546791077,0.9976015686988831,0.28481847047805786,0.5,0.5303080677986145,0.28481847047805786,0.28481847047805786,1.0,0.0
4,0.9657251238822937,0.99354088306427,0.013840927742421627,1e-04,0.9832873344421387,0.9619686603546143,0.91535484790802,0.9988753199577332,0.28481847047805786,0.5,0.6707889437675476,0.28481847047805786,0.28481847047805786,1.0,0.0
5,0.9722141623497009,0.9957091808319092,0.01182641927152872,1e-04,0.9888238310813904,0.9694562554359436,0.9313873052597046,0.9993292689323425,0.7151815295219421,0.5,1.2624015808105469,0.28481847047805786,0.0,0.0,0.0
6,0.976645290851593,0.996825098991394,0.010528573766350746,1e-04,0.9915981292724609,0.9741159677505493,0.9427143931388855,0.9995460510253906,0.7151815295219421,0.5,1.097987174987793,0.28481847047805786,0.0,0.0,0.0
7,0.9798437356948853,0.9976174235343933,0.009504448622465134,1e-04,0.9938937425613403,0.9782926440238953,0.9500205516815186,0.9997560977935791,0.28481847047805786,0.5,0.8506395220756531,0.28481847047805786,0.28481847047805786,1.0,0.0
8,0.9909677505493164,0.9993450045585632,0.005856249015778303,5e-05,0.9980884194374084,0.9902271628379822,0.9778078198432922,0.9997967481613159,0.28481847047805786,0.5,0.9610381722450256,0.28481847047805786,0.28481847047805786,1.0,0.0
9,0.99246746301651,0.9995126128196716,0.005219339858740568,5e-05,0.9985659718513489,0.9919070601463318,0.9814523458480835,0.9998441934585571,0.7151815295219421,0.5001063942909241,0.777252197265625,0.2853100001811981,0.0,0.0,0.0
10,0.9928557276725769,0.9996179342269897,0.004900754429399967,5e-05,0.9988415241241455,0.9923433065414429,0.9823933839797974,0.9998780488967896,0.28481847047805786,0.500249981880188,1.0503854751586914,0.2849203646183014,0.28481847047805786,1.0,0.000499923073220998
11,0.9934624433517456,0.9996647238731384,0.004661038983613253,5e-05,0.998940646648407,0.9927167296409607,0.9841728806495667,0.999911904335022,0.7243949174880981,0.8560618162155151,0.32140639424324036,0.8435211777687073,0.9855072498321533,0.032831210643053055,0.9994231462478638
12,0.9935740828514099,0.9996228218078613,0.004633307922631502,5e-05,0.998816192150116,0.9933494329452515,0.9839333295822144,0.9998915791511536,0.7152090072631836,0.5014098882675171,0.6994544267654419,0.29004257917404175,1.0,9.656237671151757e-05,0.0
13,0.9934090375900269,0.9996498823165894,0.004584226291626692,5e-05,0.9989784955978394,0.9930217266082764,0.9836766719818115,0.9998915791511536,0.7151815295219421,0.5000773072242737,0.7340000867843628,0.2851569652557373,0.0,0.0,0.0
14,0.9939866065979004,0.9996622204780579,0.004469654988497496,5e-05,0.9989466071128845,0.9936316609382629,0.9851139783859253,0.9999051690101624,0.5502750277519226,0.9703716039657593,0.42954134941101074,0.8704963326454163,0.38774898648262024,1.0,0.9407783150672913
