epoch,accuracy,auc,loss,lr,prc,precision,recall,specificity,val_accuracy,val_auc,val_loss,val_prc,val_precision,val_recall,val_specificity
0,0.7100454568862915,0.52753746509552,0.20919917523860931,1e-04,0.3044793903827667,0.27595627307891846,0.0007848561508581042,0.5225091576576233,0.7140525579452515,0.5554791688919067,0.09673909097909927,0.32052063941955566,0.0,0.0,0.5271804928779602
1,0.7104145288467407,0.5661446452140808,0.15208707749843597,1e-04,0.329467236995697,0.0,0.0,0.5455377697944641,0.7140525579452515,0.5878119468688965,0.07862558215856552,0.3421073853969574,0.0,0.0,0.5494856834411621
2,0.7104145288467407,0.5941343307495117,0.14202280342578888,1e-04,0.3505275249481201,0.0,0.0,0.6003946661949158,0.7140525579452515,0.6109031438827515,0.07437236607074738,0.36271119117736816,0.0,0.0,0.5976676940917969
3,0.7104145288467407,0.6373487710952759,0.13710854947566986,1e-04,0.39181962609291077,0.0,0.0,0.6471646428108215,0.7140525579452515,0.6593014001846313,0.0711584985256195,0.41372156143188477,0.0,0.0,0.6701014637947083
4,0.7104550004005432,0.6987391114234924,0.131093367934227,1e-04,0.4640640318393707,0.695652186870575,0.0002486672892700881,0.7484779357910156,0.7140525579452515,0.6952114701271057,0.06932655721902847,0.45815783739089966,0.0,0.0,0.7493214011192322
5,0.7183738946914673,0.7590563297271729,0.12345681339502335,1e-04,0.5487680435180664,0.7705369591712952,0.039141785353422165,0.8208360075950623,0.7294185161590576,0.7303131222724915,0.06743194907903671,0.5093106031417847,0.6605382561683655,0.11055119335651398,0.7918244004249573
6,0.7514604330062866,0.8095411658287048,0.11497991532087326,1e-04,0.6305493712425232,0.7703503966331482,0.20194116234779358,0.8849709033966064,0.7460086941719055,0.7604295611381531,0.06568330526351929,0.558445930480957,0.6872944831848145,0.20504815876483917,0.8329523801803589
7,0.7857126593589783,0.8502641916275024,0.10638033598661423,1e-04,0.7023035287857056,0.7947534322738647,0.35055094957351685,0.9190038442611694,0.763478696346283,0.79189133644104,0.06299835443496704,0.6118290424346924,0.7221457958221436,0.2809489965438843,0.8658475875854492
8,0.8134906888008118,0.8822594285011292,0.09807918965816498,1e-04,0.7618987560272217,0.8194880485534668,0.45649877190589905,0.9486559629440308,0.7797883152961731,0.812198281288147,0.06164727732539177,0.6479499340057373,0.7355817556381226,0.35890117287635803,0.8933138251304626
9,0.8370628952980042,0.9070703387260437,0.09034546464681625,1e-04,0.8096973299980164,0.8427610993385315,0.5376575589179993,0.9647982120513916,0.7932159900665283,0.8255247473716736,0.0631970688700676,0.671303391456604,0.6892913579940796,0.5040581226348877,0.9064040184020996
10,0.8572527766227722,0.9262897372245789,0.08326352387666702,1e-04,0.8477857708930969,0.8612267374992371,0.6044635772705078,0.9770473837852478,0.7983295321464539,0.8321869373321533,0.06429359316825867,0.6848333477973938,0.6980996131896973,0.5193096399307251,0.9153867959976196
